time,device_id,login,channel,country,player,game
2015-01-01 23:11:40,dec056bc7c21dcdb2aee383b8978b00709b4ea66,5a68eb585b57b95ae98c08146f4f3b84f320e422,george,US,,DayZ
2015-01-01 11:48:51,907c43b759261e361547c397312b076cad1f6dc3,54a3c3e28d46392689e4b0b75a89a1809c7b6e09,estelle,IQ,,Dota 2
2015-01-01 08:05:57,943f1cee2e230c7ce2a1535036812e328a1ce369,6284411085880420c6e677d50890737eccf92683,elaine,TW,android,Gaming Talk Shows
2015-01-01 15:19:12,af67d709bfca568e44330bb7aff70fd2f91fc23e,1de6d023745f729626737ce976306b06d0a360f8,morty,US,,Heroes of the Storm
2015-01-01 17:36:31,a9378335f4e8a09e44ef75fbc9bff5cbfb1c3921,bfbdfad32689466a786be49b402f1d108e6a4a43,frank,CA,,League of Legends
2015-01-01 06:50:20,b2870c6551dde36ff5e91aeab9575d44caed68c0,7ce1cca64cdf0fc858422f3fc5230dc35a986d3c,elaine,TW,,Gaming Talk Shows
2015-01-01 20:08:08,797cb2539b847a7f61ea0f42f6d41e20b76fab99,7dea7e5220e2b0bf62758f21137231ac3d11ece6,frank,US,,League of Legends
2015-01-01 18:31:00,0f0e8fef7b607b0813c42d43fbc6174c12c6f350,7ba4953ae8bce54c6f225cebeb1547c9a52a9dc5,frank,MX,,League of Legends
2015-01-01 16:15:08,d448ba963d7e1023dd1b0a40b95d4f6611750692,77ab14c1fb815e1c369ba0cf7d4c56b4fe489997,frank,GB,iphone_t,League of Legends
2015-01-01 23:47:20,dd1c456b036e491514088cf3e4aec32fdba5bc8a,083b9f2ff13982b849ce7257ef37987d670a760a,george,US,iphone_t,DayZ
2015-01-01 14:50:43,b05adf1939621c2ad27956c659736cd9e385c3f0,a332513b21e757903c0e8f690885b481748861d6,kramer,TR,,Agar.io
2015-01-01 10:55:44,a234616c79a388bb309ac4b74563aef0607ed5e1,61e7953d3e89f43f0abc6880feaec5d0ee9be378,susan,RU,,World of Tanks
2015-01-01 16:15:40,9627b4a5ed2f653a0404eaf4c2a43905ec9daabb,d47054e773aee8bb3e03dbff62f3dc47e60f8efc,frank,MA,,League of Legends
2015-01-01 08:00:44,0108b6900ec09b7229a3b5fc4b81c2b74959181b,af549f386e836a12c0da943acf21d2c1596e2c3f,morty,FR,,Heroes of the Storm
2015-01-01 03:42:09,04bf0641c5d0491f408d2beb30339433956ff429,5e449208a54f123829ce4ea4c45f810154bd2e58,frank,US,,League of Legends
2015-01-01 19:03:45,bd683d945ff0262ba6afeeb614295c037fdde49c,1da4e1e37afecf7f17d5ab359dd93c220177ed0d,frank,US,,League of Legends
2015-01-01 04:26:55,10785567e6f69052c470b369b7a912dde321b04f,6da5c6707f6f1719a96018249c30422793660ea1,frank,DE,,League of Legends
2015-01-01 20:19:08,572ff174434f1871253d9dcd8b3b611444c9e93f,3e4c55e3db8ea8b019ff9d6a2a7419c8e6c97bf5,newman,US,iphone_t,The Binding of Isaac: Rebirth
2015-01-01 22:49:12,823aa2b711103b32784c24989235110ba5af20d5,5a03510fbfd82d8cb6ec8eb22ce5b7c664d8f077,george,US,android,DayZ
2015-01-01 23:43:09,2cfe25f0e38b121be60189cc469535d8aeea2099,935af1ec7d4cf5e77794a072b9b546fcb3326850,george,DE,android,DayZ
2015-01-01 21:47:02,a8f2b43217deffd17fc5589f0933f90224a9f59e,75e990cf18fc10e69d6d765c555cf07543689f4c,frank,US,ipad_t,League of Legends
2015-01-01 12:48:33,47eca9514f275e224fd7756340bad9e40c7a01f5,3e140e5987fcba2e27d266ff2384db36cd37f90e,helen,DE,,Hearthstone: Heroes of Warcraft
2015-01-01 16:18:19,40d862703cf4b1bb820f3bbd8fb901d5a1ced7c9,9d5d535628ba3985ac415d58eb4417407f631e7e,newman,UA,,Rocket League
2015-01-01 00:14:04,d4021d4e9233b3e33428866fa2f517942a1108a6,05e3ab4e91de6b010a52d57ae7f99e29aec233c8,frank,US,iphone_t,League of Legends
2015-01-01 11:34:41,0a328f1eb6c8af3add826d966eecf1870a3dda47,4a65a2328ab2d1a31797e8770be9b47523b4f212,elaine,TW,,Devil May Cry 4: Special Edition
2015-01-01 12:18:51,f0b6b49e4467477616b4863eefeb329c93537595,dae01fad3fb452c6150e6775e3f37f41d1f25f6f,estelle,CA,,Dota 2
2015-01-01 03:14:19,f0f6169da0903be14766a228c5ba9898e9ba66a0,467b507d093953526f5021b60d88d3fc739d4c59,frank,US,,League of Legends
2015-01-01 19:45:31,124b83cca2822b40356df7d517451c73e16cce23,3eb8f04776652ec68e7c89fe7f0e5bfc3f31f15d,frank,US,,League of Legends
2015-01-01 21:59:42,fa563693d8f618ddfdcbc4a2ba7485ae79026486,91479eace5e255bd2dbb3ab1da101cba0e750c76,george,US,iphone_t,DayZ
2015-01-01 14:30:37,dcffedc3f5a46a895d70d70d5c9c9abfdcb7c33d,8464a5359d8df9d6636355b391b8748d856bc61b,elaine,TW,,Gaming Talk Shows
2015-01-01 19:16:33,19d48cd338baf60f833f249c25ccec1addbf6f9a,d543fa73e856323e0dba2b5b08a1252b2274f536,helen,GR,,Hearthstone: Heroes of Warcraft
2015-01-01 23:35:42,5bc928dd196a0e7e539583c93c32fdfed2790aa2,d485077dc3ad267001caae604bd30e2028ff2d54,george,US,,DayZ
2015-01-01 23:14:38,7a1afe3527ee2fb3d7aa979fb21474d4fe831d56,a1abf8821af49cb5d6d5e152e459d75eed376a36,george,,iphone_t,DayZ
2015-01-01 12:03:12,751aee6519f6e700941ef7d237f228e4e397cd53,b674f39062fc4c5dd34abc9c8aa0b6349011c8a9,estelle,GB,,Dota 2
2015-01-01 15:13:47,c544d734f3dd211d3ad6a014a2dc9cc62b1f8d98,c402fd86996c9e2d3c97f9bbaad9274502c61a05,newman,US,,The Binding of Isaac: Rebirth
2015-01-01 02:14:33,b2635dbd68cb8fb1afe9d874cb67c9c88c012179,ffd4ff64f31f9d78fedcc6e48c6f138b1c7468d6,elaine,TW,,Gaming Talk Shows
2015-01-01 23:19:23,fa563693d8f618ddfdcbc4a2ba7485ae79026486,91479eace5e255bd2dbb3ab1da101cba0e750c76,george,US,iphone_t,DayZ
2015-01-01 05:26:13,645321c7bdf040efa2763b3cd5d02d32a5363255,f8202143839686d423d9e6872ddfb56a63b1ec3a,frank,US,android,League of Legends
2015-01-01 11:36:03,67153b22efee9a26f03765924a096f519eb1df7c,852f8cb039321cf12306cfaf4538c72401df1edd,morty,CA,,Heroes of the Storm
2015-01-01 11:58:43,91ff304cb7788215baae17d3d70021e101c9e99c,66d6602c783922dacf1a49b52ce342ec8e48d61d,estelle,FI,,Dota 2
2015-01-01 01:59:45,9a519645bc5a168b2bc519b06e450a5e7f2d7452,6440ab945467109f58d5fc8ddd19e9753f92a5be,elaine,TW,,Gaming Talk Shows
2015-01-01 13:26:26,c5e65670b827660ab78090110b7e7d254a7a65d3,0063053b1f3733ecbb64618e4f70010ad25d09b7,kramer,US,iphone_t,Counter-Strike: Global Offensive
2015-01-01 19:32:49,6cb905e2d88a4aa571be2e688f8a5cc9e7b693d9,97680f5acaacaa7cef35652a4aab69cf8063bce1,helen,US,,Hearthstone: Heroes of Warcraft
2015-01-01 16:54:52,6648cbcb2f95f5c0e30e149e7da3bf4bc7a10d91,056c93e526cd10c3eaeb834569c1fdd8463fc41d,newman,US,,Rocket League
2015-01-01 12:08:22,eba86962882d5c7a4c145720d3fcaccb69707d21,db1725b6dc14641c32586b0255dae6796e2fed49,estelle,PE,,Dota 2
2015-01-01 18:44:00,a9158ef3e983775e89b15361382a5ef0986c137f,0807c6af2c1a3a8822d9094daeedf2893c99880e,helen,US,,Hearthstone: Heroes of Warcraft
2015-01-01 03:38:11,85da34760e4adc81b42e91594fa656babea27d5b,b3b123d57a6626f9637fcd151d116db079a35c16,frank,BR,,League of Legends
2015-01-01 04:16:40,3a48ea7bf89da38fae7d31fbe399e929fd2b2ec1,bdb27bc37326bd7f6bf334e844606bf08e4c430f,frank,IL,,League of Legends
2015-01-01 18:50:18,43ddb7989899de6da74c145662c4a4eaf1c30448,1c7864611868cfd01a9ea739249fd87e86091525,frank,US,,League of Legends
2015-01-01 11:42:18,210d91f34f307fa8322f8d8c6ba964272abe2a71,f6f0e0215b0f324f4b1224ffdb1f72d0b34ee0ac,kramer,RU,,Counter-Strike: Global Offensive
2015-01-01 23:38:49,fa21138591d56779120830a4bf98f5d8e716ac27,fb89cc7a48e8677fd53a0288d584f1edb7ddfd5f,george,US,iphone_t,DayZ
2015-01-01 12:59:08,b731a75feecde8f3fbe00db1fc6da4a14722a7eb,5efee06234d99601be0f65bc0b295a5ed8d4390f,kramer,RU,,Counter-Strike: Global Offensive
2015-01-01 11:49:56,932432ed7645d3fc52f32e420a70bedfc3b60339,488788fa0e9f2d82b08b5351ff34887d5ed12083,estelle,US,,Dota 2
2015-01-01 17:09:45,43b9f20d60738fb72ec87287de41e020bc26b693,8c15e9e8bacc4c20b49d782c6a82b629ed8ccc3e,helen,GB,,Hearthstone: Heroes of Warcraft
2015-01-01 02:56:12,7fa98fd697bd7345a2257fe123394dc3009fbf2a,2e68f56c07e28bb14ccddbfb29e52fb7991bbb21,elaine,TW,,Gaming Talk Shows
2015-01-01 12:30:51,eba86962882d5c7a4c145720d3fcaccb69707d21,db1725b6dc14641c32586b0255dae6796e2fed49,estelle,PE,,Dota 2
2015-01-01 19:39:50,1bde9ace324d8fe34c08104e0fbab1fd237cca66,fbed93058e97dc14e2c9c0b7863eef11513c05df,frank,US,,League of Legends
2015-01-01 16:49:48,4426269a93889741438c08c84e1b39ef89079a16,31bfeb5bffaff3b1cd2650b58f923af601eaff27,frank,US,,League of Legends
2015-01-01 21:52:04,61db074bdb9ee96e592df1782061357159a4ef5a,fcf53db0decd98b23e2e2b8c0ca7b283b6b24daf,frank,US,,League of Legends
2015-01-01 04:10:52,f20aaae0f5748c21f13a0b9379a84799620700c2,fb2b064187cc0cdc1328a7a52fead0feb56fde19,frank,US,,League of Legends
2015-01-01 12:29:26,6168dc53bf658308cb3bbb25d55918ad4c627cfa,feff1f6c0d37d55e33d7b9d720bd1b9c7230d5d0,kramer,US,,Counter-Strike: Global Offensive
2015-01-01 21:49:28,c06dd2e4f6b007d00c7fecff41c8fa37b9d28743,76b812c9a0a7efc290a9d690d541bb387124f898,george,US,iphone_t,DayZ
2015-01-01 16:15:58,cdffea42004baee495ddeed9865ec1855731504e,ac81f9029f15c13c73ed95afd6b3c312d33be10f,frank,US,,League of Legends
2015-01-01 01:51:48,70959c63ab542334fbc5e503c9905de8c396f18e,f985aa3ffddf42686dcde7c288f989a35653d6de,frank,AU,,League of Legends
2015-01-01 18:27:07,fa93af780c314fb7d2fb873dad5e9e3c6decbd34,8141b83ea989aab62b26c07e101973e711b78297,frank,US,,League of Legends
2015-01-01 20:08:44,996480a0eee64651e4e28cf895ebe05a427bfa7b,3e7c9c896a05f4bd7f1b5886ab5621704672745a,frank,AU,,League of Legends
2015-01-01 17:39:39,667a052a40b76bd93a0a47c23103ed6c6bdf2dda,6de63c7e4e300cd551fd257e28ac133c97385c9c,frank,US,,League of Legends
2015-01-01 19:36:30,cd3f7c432a00cbe4f13ee26c6c1ada78060dd8e0,6fa4ce9c66196e7ffb96060e53bc24b26018f0ca,helen,US,,Hearthstone: Heroes of Warcraft
2015-01-01 19:15:34,d0c063d5f15c353657d0195cbf81e2cca248875b,176e55b54aae15d346f26f9c5298a5e37456fbc3,morty,IT,,Heroes of the Storm
2015-01-01 08:58:40,4fcba0c8520a205734296185ce76157bff49e91e,dfd6138edd938d1471ee05f0ea2c8ddacf4b1250,elaine,TN,,Gaming Talk Shows
2015-01-01 20:00:01,72700abedcfd14e36b4c252f51b07d3a720987c7,0f498b83cf10ecefc5bb422cf7423bfb796ac915,newman,,iphone_t,The Binding of Isaac: Rebirth
2015-01-01 18:22:26,aec10d036b2bf11a3cfa4f2b75c02a74a9344313,146e98354557f2e1d8b021638f9a5be142ca5cdf,frank,US,,League of Legends
2015-01-01 15:20:56,06a42492cf0b5f5198a28e383d0064a5bfd14ea2,cf24e5a318691b3960ac92e124cbc8a1d02d5e6b,helen,,,Hearthstone: Heroes of Warcraft
2015-01-01 20:33:28,1d17a648a6dbc8bc52c0ccc9c9301f64bf04dbaf,fd30aa4bb20d335ec8014aaee2fe43b52d07655b,elaine,TW,,Gaming Talk Shows
2015-01-01 14:46:29,87a5c766cf78b6e60aa91b9c6c6061bab0b0712e,eb3ea817648cc01195780ef74cf331bb31a8d03d,frank,CA,,League of Legends
2015-01-01 15:35:00,141af71a65ae2648624a97d80e88d78f6a31219b,d1e772fa44c7af804b974b8bb95ef5939af795fa,frank,RS,,League of Legends
2015-01-01 12:44:19,1f163b76f2135d2ba65738ca7c48b12396b9a935,3730692dc9dae07ce289cc9410fa15b1868602ae,estelle,US,ipad_t,Dota 2
2015-01-01 23:23:58,ba8c49fb53811fafdd95fcc585b019d4e6f2b181,2cc66e7ba977898bad5e2980d06879ed84073838,george,US,,DayZ
2015-01-01 18:00:26,721ec767b80ed325e3b06a0ebee5b65f7251f409,3c5f1aa1a7bcd07a385dc1bd7b9b45a61460cfe8,jerry,UA,,Dota 2
2015-01-01 17:23:39,afaaac1bb42a91ba06358d39c40707adf1bc1b23,5f65727939e99230447ed288626c892bff28351f,newman,CA,android,Rocket League
2015-01-01 11:28:15,63c4bd8e3cb54fcf2c07c1edae3780c2e080305c,6af3406b4725efcab5f78afd4a31d89eed9764a0,morty,CA,,Heroes of the Storm
2015-01-01 23:29:26,f2d0014a7da93d23e7c7df0fc3ac0602f3bbd680,e089ee6307b3c68e2a8560347398a03a8404a91c,george,MX,,DayZ
2015-01-01 11:59:37,d182193f317195b52432c2b65efef2cc9482c6a7,0c308d3062545a97275fdb5a96c41d4b0d6ca738,kramer,IE,,Counter-Strike: Global Offensive
2015-01-01 07:21:05,bedae074bc84a616838cbaf3a6c9323307edfe1b,45b1e3046ae8ffff54fbe80fbb485b9ab265276c,elaine,TW,,Gaming Talk Shows
2015-01-01 10:34:09,cf4735a9f27556cc315c1d3919cbe186ac22a82f,693ddd2d798e1c61c3c0565735bb024ed70a12fb,elaine,TW,,Gaming Talk Shows
2015-01-01 03:39:19,57fab647804d35ab85b77bbba923e1f04d006d4e,45a640971c9a5e4054377cb97222e508faff7632,frank,DE,,League of Legends
2015-01-01 23:03:32,14c4350f4b1f00c1608093b613c4f90a3b85e4d0,8af8a62c930b495826198ed919a1e388a04c931f,frank,US,iphone_t,League of Legends
2015-01-01 11:14:24,4d33827af7bdb581c0fb28a2e2e88f169978ee10,2bc7b81ccfcda8bee329094bfa41d4fcbc25d89d,morty,US,,Heroes of the Storm
2015-01-01 11:56:26,2662794cd7c5bab5fda035612332c27c43b1c50a,a36b977dd7bd22a462564cc2cec65b6955f467fb,kramer,IE,,Counter-Strike: Global Offensive
2015-01-01 17:40:27,3d32198f390fc05635bbc31c125bd8b39afd0fc0,58c9754c15bf9ac3832862ce1c8613926d1dd49d,frank,KW,,League of Legends
2015-01-01 15:09:00,98dbb0a8fc44180936b4505ffbbba890f1a98c66,0e19f9cf5040f464b78f544528f9956447279880,kramer,US,,Agar.io
2015-01-01 22:09:40,4cafebb426ae9b67e73dfb2621ca3465c82dfd7e,5c2b028642b81369c43fe986dcbbd38a003dbd62,george,US,android,DayZ
2015-01-01 16:07:09,e515714354ef2bc72bcb2303c28528ed605d1fbf,b2952aa03355b43312730d8dadf7f8494c2e9602,frank,AU,,League of Legends
2015-01-01 00:10:26,8c8a59476b00558d3d086bd64b3eb7ce51f067c8,70b5f1b644f06255603ae26372956d670ac9f352,frank,US,,League of Legends
2015-01-01 20:05:19,a918018386567633957d18a3e217bdd500147d03,471a0c57752d8d8fce461238de2dd601d28c3c46,helen,,,Hearthstone: Heroes of Warcraft
2015-01-01 16:55:04,64b201220af1ba838c32495d37b890d5c1017a29,054a2086101d3f6faa750d32f564da2f147d8fdf,frank,,,League of Legends
2015-01-01 02:22:15,d78aae04dd66532247244182921953cea5e8cc2c,a4782ee90ddf22d6ad30fbe66dc21b96b2ddcfbf,susan,RU,android,World of Tanks
2015-01-01 16:29:03,c1061625e03eda62480f2437d0565cb6c18335a1,c93332b032d563177b19a07204d61f74e38b677a,frank,US,android,League of Legends
2015-01-01 17:49:11,5332e54cc3676af10b39235780de777bf5bd0433,c2e697ab48caaedd914d27dbae79c8eacc066e44,frank,AT,,League of Legends
2015-01-01 20:48:15,682190e9097d61dae6e9574361c63110cfd3771b,b83b7d4b0250f0beb2e9e33d33611e83c6491645,frank,US,,League of Legends
2015-01-01 03:58:45,7e181696e160dd3f4d50748645c71c321a48d695,5126f4a86fb4f1d6e75b52f03b195091c686edb5,frank,DE,iphone_t,League of Legends
2015-01-01 23:33:16,c15628312dd4fe5a2c5067fb0eab3d84922615c0,ffd4404d3ff60da74959d6de6f4f87b5eafee9e3,george,US,android,DayZ
2015-01-01 18:26:09,73b7008ff62fcf38ecb2b6e936a76b542b108117,c0faf4dcd0e1619a7cb5fbb1c5b57058a848ed23,frank,US,,League of Legends
2015-01-01 13:19:10,59f6d086cfddc4d8faca08ccf8bbffa3f8d6919c,c570cfbac70f37a63af31de8bc51301f91b1d50b,kramer,NL,,Counter-Strike: Global Offensive
2015-01-01 03:02:38,f1cb54375d87d01e3bf5e59ec0a7c5e96c4a1ec0,4816d32b115b4d0f44437bc564e66c048fa54b46,frank,GB,,League of Legends
2015-01-01 04:47:26,80753a03464a3064c226c89dfa09834ef4c6fbfc,0708d5fca5e14744249a3383a9fedc5032311539,frank,US,,League of Legends
2015-01-01 16:29:40,e20bc726f4fff2f2b409484945228c2ce4ec1522,27fb89c4cb789292207470ccefa874cc0f62a1cb,frank,CL,,League of Legends
2015-01-01 11:10:15,c3291c2ec74e143a8afbc1a27c8f982efb4d55c4,c4920270e0ccf488ab655fee97d5553eceaceb8f,estelle,CA,android,Dota 2
2015-01-01 07:21:32,1d0cb7993a08335927958fd3f009d9a1a58154c9,8e2c74e87f811d271bd25c054838a84f563c3493,elaine,TW,,Gaming Talk Shows
2015-01-01 18:01:57,afdfcdd2a9c1250e87f89d635a9316acaa3696fd,40f1208006fe4f6753206a83304f67dfb08246b2,newman,AU,,The Binding of Isaac: Rebirth
2015-01-01 19:27:46,b64bc7e3b852831b1a3bd796464f456a65f02509,bc429e5d4623fe97b2c8b97c26098adf2fe154e8,jerry,RU,,Dota 2
2015-01-01 10:53:53,07aee1784348ed34c8e0354612178ed5effcf4fa,894224879ff746e90937e4dbefcbaf187899d50c,morty,US,,Heroes of the Storm
2015-01-01 10:54:05,431601808a067dbd9b5be2ef70db845c0222defc,9e39202a42e0c1cddc73ceac8a928f3ddfce3147,morty,DE,,Heroes of the Storm
2015-01-01 19:25:26,0c1267df71e77ad7eb8aafcd32153c8b65ba1cb0,2e9cc180859802633bec1494954257337e38ce4c,jerry,RU,android,Dota 2
2015-01-01 20:35:47,4b9c10652257fe38de24a0a3d2ce398df4bbe524,07876169c0b01df580ee38f4a853c93f13503a63,newman,UY,,The Binding of Isaac: Rebirth
2015-01-01 23:06:16,3007cf26439134d443d68974c9cab9eaaa7caa48,f3716e6b5aae381242bd9ee47e3c3cc57a94cf87,george,,,DayZ
2015-01-01 11:03:07,d677f9be350d0e99fcbbb7388c7f84ea60c15433,7f3b3ba068668c2dd271908c3aad304768dad578,estelle,IN,,Dota 2
2015-01-01 17:37:27,2da412bd8ca9e7f95b24031f8a6a70edda1d7d36,87f048bad5983f8ae65b2a505dbc7bd44b62641c,morty,US,,Heroes of the Storm
2015-01-01 07:32:58,1d0cb7993a08335927958fd3f009d9a1a58154c9,8e2c74e87f811d271bd25c054838a84f563c3493,elaine,TW,,Gaming Talk Shows
2015-01-01 13:47:00,a52eb8c803f811868e4a6a116bff322600afbfe9,5b8dcacf16993acc29b35b3440c4a186422d5358,estelle,FI,,Dota 2
2015-01-01 13:01:46,a54ab8e4e88d7ccf8886ab612ed1a18452123307,3b4ac640716da473b26fece10a5b8dcdddad7d6b,kramer,RO,android,Counter-Strike: Global Offensive
2015-01-01 13:11:20,4be27392e38a2dbfd88e80a7d99abde7eed5950d,6044f39b692fee5660fe4b8acad98833d89667ce,estelle,CA,,Dota 2
2015-01-01 10:46:15,027e52cd28b28a136e35b80531e50d317ebaaa23,da3b7bb39fd27598d0df651437893f16613c4194,elaine,TW,,Gaming Talk Shows
2015-01-01 18:01:57,d79a5a984a2bf1a2387fb772aeae0b2bdb30d274,6d0a09aa645392386dd267bd6f41c8911fd63e0c,helen,US,,Hearthstone: Heroes of Warcraft
2015-01-01 23:58:32,17f3eb8c58fe34e6a0708b4cb808f2b4f27ad744,b7ee2a55290b695fc079c95164a5f842f459b508,frank,US,,League of Legends
2015-01-01 16:09:59,0105a3f9333eabc9eac1a043255c54dddb17d0ba,a75f2b817b8b51182f57f20bfb9626e0e5afeef7,frank,CA,android,League of Legends
2015-01-01 13:29:27,55ff51d0a8f6e05728660e23f779a668f7a03241,a93e2a46aee0716d4515c6968895a0b341f5e93c,estelle,IL,iphone_t,Dota 2
2015-01-01 12:42:38,2c192f8ba7cb20783cd7c9757d5b932ac736161d,2e8330391e8e05064391974d64c02d237f212030,morty,TW,,Heroes of the Storm
2015-01-01 09:05:42,cf4735a9f27556cc315c1d3919cbe186ac22a82f,693ddd2d798e1c61c3c0565735bb024ed70a12fb,elaine,TW,,Gaming Talk Shows
2015-01-01 17:34:30,c536b94eed0a875ff31339276e447c990dcce065,ac276cf20b065ae45a054b08b2f027e551b12056,helen,US,,Hearthstone: Heroes of Warcraft
2015-01-01 22:07:26,e8cfd7e9d26ad159f7518cff8be99cf9f4fa0d54,29d6d8d8a82777a7e15f9a3d0e54b707daa934f5,frank,US,iphone_t,League of Legends
2015-01-01 21:02:22,a674907b00b53913d110a98c9ba18b00cf6ef619,443fd891e5e99bc229d175f9240b130a42e1696e,george,,iphone_t,DayZ
2015-01-01 20:00:11,e550f2ffddb361aa32f8e5bfb20436e349131731,ecd2ef87e5c8123322485d16cb7884a7b4318076,helen,,,Hearthstone: Heroes of Warcraft
2015-01-01 19:09:22,7f2fb020261b592386f027d42ec4371f25668a58,3dbb0da6a16f4f6edd55a1e553371c0dfbd48059,newman,AR,,The Binding of Isaac: Rebirth
2015-01-01 01:19:01,3b4bc93c0e6aa286e9c1d4d6e54f210bb146cdd7,7a175876d8279b3fe7f9b36e8aca960a3de4afc1,frank,US,,League of Legends
2015-01-01 18:14:07,1ff1334c33bb6a549060024ef37540b711d4f20a,2448408b8d49925ee5d1cad0a1083bb045c51db5,morty,US,,Heroes of the Storm
2015-01-01 02:17:14,997fd1b7422b4396d71158cf50013af282b3571e,951b777c6e87e58ae08e73262967b9368c7e2c95,elaine,TW,,Gaming Talk Shows
2015-01-01 13:48:12,266dac09b486df11c6f3f08dd998d3602fd882f8,93fd3e4620c9a9f00e724e1108bc3973d26fe066,kramer,BR,ipad_t,Counter-Strike: Global Offensive
2015-01-01 12:43:31,d0a0c9ad57594196c9abfea87a9f1fe551e751c1,5916d2cc9607a45003a8043f8b181458a4aae014,kramer,US,,Counter-Strike: Global Offensive
2015-01-01 07:13:28,7bfad01bc521b04430ac7206d8f1c3143d4b2c73,4e3ef42392a4c93a1b1999dfd63a8b6a1cb5a6ed,elaine,TW,,Gaming Talk Shows
2015-01-01 22:39:09,a6ffe8c854914862280a450683f0d276cbcc8397,c1d162094b9e373ce5a1326b2b6cc2113cd71371,george,US,iphone_t,DayZ
2015-01-01 22:12:58,d7d1d9d962fbb87d9c9afd743988bf93d11a25f8,d6c85deed208d889df1f5cb7e55e7dbe019bb730,george,GB,android,DayZ
2015-01-01 19:29:09,ffbccdd77a3bd20fb8c77e117110d447d5259ac7,fc1ca6555ed2d41734eafe6088fdac73f55f573b,jerry,RU,ipad_t,Dota 2
2015-01-01 03:53:12,57ee4e817cdcb2824952266f53b72a767de77235,3fcc1e094e3bc495b2d3ccd0258337bd758ad733,frank,US,iphone_t,League of Legends
2015-01-01 16:32:22,2f304141d842bd548eddcabcba277c57bec17ff6,83b6376af250de7d70b8fbe36ce67369b9355081,frank,GB,,League of Legends
2015-01-01 08:45:07,ebb6a3d5353c62c05fc4e345a3949509fc3269b7,85825e46602a609ce61003150d0172c5ee46c474,elaine,TW,,Gaming Talk Shows
2015-01-01 11:18:03,8a96da5aa3778d714b140ee6fbed192aedb0cb52,1913d1d3af062c59e66655b9430463320f8b220d,estelle,US,,Dota 2
2015-01-01 03:22:28,85da34760e4adc81b42e91594fa656babea27d5b,b3b123d57a6626f9637fcd151d116db079a35c16,frank,BR,,League of Legends
2015-01-01 11:07:48,163744a42815b3bc3512defeb2effa8808af2ee4,85c92b4d06a339467669263c3252155baa142e71,estelle,US,android,Dota 2
2015-01-01 04:09:28,bd43da50caa33a104ae904edb3eabbc95a2847d4,24f7917f013dd52efc76e8a56689d12b4ccc0663,frank,DE,,League of Legends
2015-01-01 18:02:04,1b9f38cd971d01e24fe55f9a1a13a03c2f2c20cd,4fe583020a3994a21734d95d7ff9ee969c73bb4a,jerry,RU,iphone_t,Dota 2
2015-01-01 12:26:17,ef09cab2d10eb74c61df038dd0b87b0fdbb5535a,ec49ec8a7a2cb2798117aafc6dc884b3311b99ee,estelle,US,,Dota 2
2015-01-01 00:12:40,e3dc0699267ad36462b88d1be79c62338dc1825e,942d08d4204d85709b0ebe06593ae4022b81a5f0,elaine,TW,,Devil May Cry 4: Special Edition
2015-01-01 17:37:12,a4746590e826d2fc8050e4ced8e7d45f68490228,bf64a3f0ad3ec8d750f185f6ec12b3497c17ae0a,frank,,,League of Legends
2015-01-01 15:28:55,b76f545b729acf3bf98ce88d4260e8f58dc7c665,6fe584e22d43f529a0d80c9e7c79ad356dac9329,kramer,US,ipad_t,Agar.io
2015-01-01 03:41:22,0c72ddaf9e3d26e6cf328842fc36a4ce69043e14,89b4d394184f0c63e68ea0498846bd9046bf9a91,frank,,,League of Legends
2015-01-01 11:50:51,6c1738d207e40be4e80b26929b8c67bc2b8af4e9,90b14890d565864f17cad97e6f5e314c4579aec3,estelle,US,,Dota 2
2015-01-01 21:18:06,ec639f7e53ec1a3cb48d37d91ab08096415735e9,181fb12c4b5fbf4bcf255a24c228b55562b06d68,frank,US,android,League of Legends
2015-01-01 04:12:04,d0c3989623bdbac0e5cb57d052f2641a7435b9e7,ad90fa30ef2a9ff9784c64761e009de94c412474,frank,US,,League of Legends
2015-01-01 03:52:51,a15b4e1df16528c3dc0dea7c90fdb27e371e1c48,4e83dc85b637697f047249818f9e2198aba65829,susan,UA,,World of Tanks
2015-01-01 13:09:51,673a2caddc7f550ce1f84063535cda527e08e47a,2f4aeeb23d2e97dba8c145ef522b03c70bb2ff6f,estelle,ID,,Dota 2
2015-01-01 03:16:14,6be6f8b32376339a257eb1f80908e809d098fc1f,680ba63435ae3e6029ac956bb8c6b9186f7091fe,frank,BE,,League of Legends
2015-01-01 13:42:00,1de5ad7a5d1a1510ac250a8e613fc971b36d2b42,4cb2d5ae4ce20a328b7a2fee2e2d0d33ffd26b07,estelle,CA,,Dota 2
2015-01-01 20:27:14,345659cb3d9625d1552c0bfd372f3d630d0b76e7,e4c1eaaa0c6167b635c2ebcfa627f1b7d30e7487,george,US,iphone_t,DayZ
2015-01-01 09:18:57,21cfe83446b7ad8cf27c834946dbc64d86e603f8,371e4311255b05c80b89e63798d1adaa34bfdbc9,elaine,TW,,Gaming Talk Shows
2015-01-01 19:21:21,4f2a10cee01b9d01847ed8d489bcd26b46df32b2,2de087dc4e3e4d31a878a70667d1a11450d8ea9b,newman,US,,The Binding of Isaac: Rebirth
2015-01-01 13:16:27,e4c02c4bc6118414d2fece287c71cccd7bc6be2e,9b39169634b3aa280c42b497ac4655bb2682e507,estelle,PH,android,Dota 2
